"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа в систему с позитивными кредами","506","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка удаления товара из корзины","10800","Удаление товара из корзины","Surefire suite","2026-06-20","passed","2026-06-20","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","951","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","938","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка заполнения информации для оформления заказа","983","Успешное заполнение информации для оформления заказа","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","11685","Добавление и удаление товаров из корзины","Surefire suite","2026-06-20","passed","2026-06-20","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка входа в систему с позитивными кредами","464","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","474","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","947","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-20","passed","2026-06-20","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"","719","checkLocator","Surefire suite","2026-06-20","passed","2026-06-20","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","755","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-06-20","passed","2026-06-20","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка входа в систему с позитивными кредами","528","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка входа в систему с позитивными кредами","471","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-20","passed","2026-06-20","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
