"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа в систему с позитивными кредами","545","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"","735","checkLocator","Surefire suite","2026-06-03","passed","2026-06-03","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка входа в систему с позитивными кредами","611","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","987","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","531","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","1001","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","11243","Добавление и удаление товаров из корзины","Surefire suite","2026-06-03","passed","2026-06-03","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Позитивная проверка заполнения информации для оформления заказа","1008","Успешное заполнение информации для оформления заказа","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","969","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-03","passed","2026-06-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка удаления товара из корзины","10806","Удаление товара из корзины","Surefire suite","2026-06-03","passed","2026-06-03","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка входа в систему с позитивными кредами","914","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","797","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-06-03","passed","2026-06-03","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка входа в систему с позитивными кредами","530","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-03","passed","2026-06-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
