"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа в систему с позитивными кредами","535","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","808","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-06-17","passed","2026-06-17","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка удаления товара из корзины","10839","Удаление товара из корзины","Surefire suite","2026-06-17","passed","2026-06-17","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"","758","checkLocator","Surefire suite","2026-06-17","passed","2026-06-17","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","998","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","520","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","519","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","997","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","1016","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка заполнения информации для оформления заказа","1018","Успешное заполнение информации для оформления заказа","Surefire suite","2026-06-17","passed","2026-06-17","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Проверка входа в систему с позитивными кредами","584","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка входа в систему с позитивными кредами","545","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-17","passed","2026-06-17","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Позитивная проверка добавления и удаления товаров из корзины","11787","Добавление и удаление товаров из корзины","Surefire suite","2026-06-17","passed","2026-06-17","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
