"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1808","checkLocator","Surefire suite","2026-07-22","passed","2026-07-22","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","1012","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка удаления товара из корзины","11283","Удаление товара из корзины","Surefire suite","2026-07-22","passed","2026-07-22","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Позитивная проверка заполнения информации для оформления заказа","1010","Успешное заполнение информации для оформления заказа","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","11256","Добавление и удаление товаров из корзины","Surefire suite","2026-07-22","passed","2026-07-22","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","1026","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","507","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","519","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","1078","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-07-22","passed","2026-07-22","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка входа в систему с позитивными кредами","529","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","511","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","971","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-07-22","passed","2026-07-22","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","572","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-07-22","passed","2026-07-22","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
