"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","678","checkLocator","Surefire suite","2026-09-03","passed","2026-09-03","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка входа в систему с позитивными кредами","620","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-09-03","passed","2026-09-03","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","921","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-09-03","passed","2026-09-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","751","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-09-03","passed","2026-09-03","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","988","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-09-03","passed","2026-09-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка заполнения информации для оформления заказа","966","Успешное заполнение информации для оформления заказа","Surefire suite","2026-09-03","passed","2026-09-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","11202","Добавление и удаление товаров из корзины","Surefire suite","2026-09-03","passed","2026-09-03","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка входа в систему с позитивными кредами","534","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-09-03","passed","2026-09-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка удаления товара из корзины","10764","Удаление товара из корзины","Surefire suite","2026-09-03","passed","2026-09-03","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка входа в систему с позитивными кредами","1267","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-09-03","passed","2026-09-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","491","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-09-03","passed","2026-09-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","537","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-09-03","passed","2026-09-03","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","930","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-09-03","passed","2026-09-03","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
