"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","741","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-06-06","passed","2026-06-06","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"","705","checkLocator","Surefire suite","2026-06-06","passed","2026-06-06","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка входа в систему с позитивными кредами","548","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-06","passed","2026-06-06","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","1889","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-06","passed","2026-06-06","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка удаления товара из корзины","10751","Удаление товара из корзины","Surefire suite","2026-06-06","passed","2026-06-06","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка входа в систему с позитивными кредами","472","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-06","passed","2026-06-06","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","911","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-06","passed","2026-06-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","896","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-06","passed","2026-06-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","11265","Добавление и удаление товаров из корзины","Surefire suite","2026-06-06","passed","2026-06-06","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка входа в систему с позитивными кредами","480","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-06","passed","2026-06-06","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","770","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-06-06","passed","2026-06-06","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","917","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-06","passed","2026-06-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка заполнения информации для оформления заказа","936","Успешное заполнение информации для оформления заказа","Surefire suite","2026-06-06","passed","2026-06-06","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
