"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа в систему с позитивными кредами","470","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","1112","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-07-19","passed","2026-07-19","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Позитивная проверка заполнения информации для оформления заказа","996","Успешное заполнение информации для оформления заказа","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"","987","checkLocator","Surefire suite","2026-07-19","passed","2026-07-19","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка входа в систему с позитивными кредами","473","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","974","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","478","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","519","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Позитивная проверка добавления и удаления товаров из корзины","11209","Добавление и удаление товаров из корзины","Surefire suite","2026-07-19","passed","2026-07-19","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка входа в систему с позитивными кредами","505","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","938","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка удаления товара из корзины","10837","Удаление товара из корзины","Surefire suite","2026-07-19","passed","2026-07-19","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","973","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-07-19","passed","2026-07-19","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
