"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","736","checkLocator","Surefire suite","2026-06-18","passed","2026-06-18","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","988","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-18","passed","2026-06-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","12748","Добавление и удаление товаров из корзины","Surefire suite","2026-06-18","passed","2026-06-18","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Позитивная проверка заполнения информации для оформления заказа","1009","Успешное заполнение информации для оформления заказа","Surefire suite","2026-06-18","passed","2026-06-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Проверка входа в систему с позитивными кредами","518","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-18","passed","2026-06-18","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","1012","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-18","passed","2026-06-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка удаления товара из корзины","10817","Удаление товара из корзины","Surefire suite","2026-06-18","passed","2026-06-18","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","790","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-06-18","passed","2026-06-18","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","991","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-18","passed","2026-06-18","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","511","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-18","passed","2026-06-18","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","540","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-06-18","passed","2026-06-18","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка входа в систему с позитивными кредами","506","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-18","passed","2026-06-18","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","502","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-18","passed","2026-06-18","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
