"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Позитивная проверка заполнения информации для оформления заказа","917","Успешное заполнение информации для оформления заказа","Surefire suite","2026-08-14","passed","2026-08-14","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Проверка входа в систему с позитивными кредами","1026","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-14","passed","2026-08-14","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Позитивная проверка добавления и удаления товаров из корзины","11153","Добавление и удаление товаров из корзины","Surefire suite","2026-08-14","passed","2026-08-14","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","870","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-08-14","passed","2026-08-14","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","469","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-14","passed","2026-08-14","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка удаления товара из корзины","10761","Удаление товара из корзины","Surefire suite","2026-08-14","passed","2026-08-14","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка входа в систему с позитивными кредами","460","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-14","passed","2026-08-14","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","866","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-08-14","passed","2026-08-14","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","509","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-14","passed","2026-08-14","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","654","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-08-14","passed","2026-08-14","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","750","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-08-14","passed","2026-08-14","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"","667","checkLocator","Surefire suite","2026-08-14","passed","2026-08-14","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","855","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-08-14","passed","2026-08-14","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
