"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Позитивная проверка добавления и удаления товаров из корзины","11235","Добавление и удаление товаров из корзины","Surefire suite","2026-06-02","passed","2026-06-02","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка удаления товара из корзины","10819","Удаление товара из корзины","Surefire suite","2026-06-02","passed","2026-06-02","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"Проверка входа в систему с позитивными кредами","521","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","808","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-06-02","passed","2026-06-02","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка входа в систему с позитивными кредами","639","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
"Проверка входа в систему с позитивными кредами","523","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","954","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","980","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","953","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Позитивная проверка заполнения информации для оформления заказа","987","Успешное заполнение информации для оформления заказа","Surefire suite","2026-06-02","passed","2026-06-02","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"","750","checkLocator","Surefire suite","2026-06-02","passed","2026-06-02","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Проверка входа в систему с позитивными кредами","579","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","883","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-06-02","passed","2026-06-02","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
