"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа в систему с позитивными кредами","558","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","879","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка добавления одного товара в корзину и проверка его наименования и цены","749","Добавление одного товара в корзину и проверка его наименования и цены","Surefire suite","2026-08-31","passed","2026-08-31","tests.CartTest","Surefire test","tests.CartTest","addOneProductInCart"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","921","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка входа в систему с позитивными кредами","526","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","1062","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка получения ошибки при заполнении информации для оформления заказа с пустым именем/фамилией/индексом","969","Ошибки при заполнении информации для оформления заказа","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","negativeCheckoutInformation"
"Проверка удаления товара из корзины","10799","Удаление товара из корзины","Surefire suite","2026-08-31","passed","2026-08-31","tests.CartTest","Surefire test","tests.CartTest","removeProductFromCart"
"","698","checkLocator","Surefire suite","2026-08-31","passed","2026-08-31","tests.LocatorTest","Surefire test","tests.LocatorTest","checkLocator"
"Позитивная проверка заполнения информации для оформления заказа","936","Успешное заполнение информации для оформления заказа","Surefire suite","2026-08-31","passed","2026-08-31","tests.CheckoutTest","Surefire test","tests.CheckoutTest","fillPositiveCheckoutInformation"
"Позитивная проверка добавления и удаления товаров из корзины","11206","Добавление и удаление товаров из корзины","Surefire suite","2026-08-31","passed","2026-08-31","tests.ProductsListTest","Surefire test","tests.ProductsListTest","removeProductsFromProductsList"
"Проверка входа в систему с позитивными кредами","490","Проверка получения ошибок при входе в систему без логина/без пароля/под заблокированным пользователем/с негативными кредами","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","allTestNegativeLogin"
"Проверка входа в систему с позитивными кредами","682","Позитивная проверка входа в систему с корректными кредами","Surefire suite","2026-08-31","passed","2026-08-31","tests.LoginTest","Surefire test","tests.LoginTest","checkPositiveLogin"
